stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,platform_code,wheelchair_boarding
741,741,Huronia Medical Clinic,,44.34714163,-79.6637841,0,,,0
748,748,Baldwin at Brooks,,44.36786727,-79.68695614,0,,,0
749,749,Marshall Street,,44.36783328,-79.69004183,0,,,0
751,751,Big Bay Point at Huronia,,44.35333941,-79.66451424,0,,,0
752,752,Huronia Medical Clinic,,44.34749335,-79.66391904,0,,,0
756,756,Hooper Road,,44.33312923,-79.67365255,0,,,0
757,757,Saunders at Bayview,,44.332292,-79.67729778,0,,,0
765,765,Big Bay Point at Yonge ,,44.35679551,-79.64859841,0,,,0
774,774,Yonge and Big Bay Point ,Yonge at Big Bay Point,44.3569028,-79.64899136,0,,,0
777,777,Park Place,,44.34039063,-79.68032625,0,,,0
782,782,Country Lane,,44.35162742,-79.63273005,0,,,0
783,783,Esther Drive,,44.35275154,-79.63584556,0,,,0
784,784,Yonge at Ashford,,44.354506,-79.640712,0,,,0
787,787,Lally at Gateway,,44.348353,-79.614675,0,,,0
800,800,Esther Drive,,44.35279936,-79.63652178,0,,,0
801,801,Country Lane,,44.35168136,-79.63343444,0,,,0
802,802,Grand Forest Drive,,44.35985924,-79.63577616,0,,,0
817,817,Burton Avenue,,44.37133711,-79.69247116,0,,,0
818,818,Burton Avenue,,44.37143565,-79.69262803,0,,,0
822,822,Pine Drive,Big Bay Point Road at Pine Drive,44.36058315,-79.63157874,0,,,0
826,826,Hawthorne Crescent,,44.350161,-79.711339,0,,,0
827,827,Wildwood Trail,,44.35190209,-79.71363959,0,,,0
828,828,Ferndale at Ardagh,,44.355333,-79.714754,0,,,0
829,829,Cuthbert Street,,44.35732942,-79.7152786,0,,,0
830,830,Bishop Drive,,44.36103958,-79.71530502,0,,,0
831,831,Manhattan Homes,,44.366088,-79.713236,0,,,0
832,832,Big Bay Point at Fairview,,44.349134,-79.685384,0,,,0
833,833,Big Bay Point at Fairview,,44.348947,-79.683827,0,,,0
834,834,Miller at Dunlop,,44.36623804,-79.73241627,0,,,0
835,835,Miller at Dunlop,,44.3664094,-79.73230094,0,,,0
836,836,Tiffin at Ferndale,Tiffin at Ferndale Drive South,44.36921825,-79.71495209,0,,,0
837,837,Ferndale at Tiffin,,44.36880968,-79.71442665,0,,,0
839,839,Manhattan Homes,,44.36601375,-79.71350651,0,,,0
840,840,Bishop Drive,Summerset Drive,44.36128835,-79.71551185,0,,,0
841,841,Ferndale Woods Public School,Gore Drive,44.358115,-79.715637,0,,,0
842,842,Ferndale at Ardagh,,44.3551172,-79.71493634,0,,,0
843,843,Hawthorne and Wildwood,,44.35219286,-79.71402112,0,,,0
844,844,Hawthorne Crescent,,44.350153,-79.711673,0,,,0
846,846,Stroud Place,,44.34750067,-79.70631313,0,,,0
847,847,Veteran's at Essa,,44.34671732,-79.70407,0,,,0
848,848,506 Bryne Drive,,44.33187138,-79.6894192,0,,,0
849,849,505 Bryne Drive,,44.33210072,-79.68939828,0,,,0
850,850,Commerce Park Drive ,Bryne Dr at Commerce Park Drive,44.32994023,-79.68860769,0,,,0
851,851,Mills Road,,44.32725928,-79.68813661,0,,,0
852,852,Commerce Park Drive,,44.3253194,-79.6872821,0,,,0
853,853,Essa Road,,44.32921574,-79.71319544,0,,,0
855,855,Coughlin Road,,44.33691527,-79.70991124,0,,,0
867,867,Barrie View Drive,,44.33502682,-79.68719109,0,,,0
868,868,Coughlin Road,,44.33700717,-79.71018188,0,,,0
870,870,Mapleview at Essa,,44.328896,-79.713514,0,,,0
871,871,Bryne at Commerce Park,,44.330246,-79.688396,0,,,0
873,873,Anne Street,,44.3681091,-79.69473858,0,,,0
878,878,Leggott Avenue,,44.35471567,-79.65882362,0,,,0
879,879,Willow Landing School,,44.35403734,-79.66165791,0,,,0
890,890,Edgehill at Fox Run,,44.38273996,-79.71819397,0,,,0
891,891,Engel Crescent,,44.38330295,-79.71526005,0,,,0
893,893,Ferndale Drive,,44.376627,-79.719061,0,,,0
894,894,Edgehill Drive,,44.38681882,-79.70949529,0,,,0
895,895,Leacock Drive,,44.38493693,-79.71186572,0,,,0
897,897,Fox Run & Leacock Drive,Leacock Drive,44.38753486,-79.71917122,0,,,0
898,898,Letitia Street,,44.38991961,-79.72088082,0,,,0
899,899,Leacock at Frost,,44.39255316,-79.7226158,0,,,0
901,901,Gloria Street,,44.40735307,-79.71133586,0,,,0
911,911,Lions Gate Centre,,44.39859656,-79.65339412,0,,,0
912,912,Gloria Street,,44.40734596,-79.71163434,0,,,0
913,913,Heather Street,,44.4066849,-79.70874205,0,,,0
914,914,Kozlov at Cundles,,44.40489571,-79.70689529,0,,,0
915,915,Leacock Drive,,44.39607969,-79.72366027,0,,,0
916,916,Browning Trail,,44.39370228,-79.72285376,0,,,0
921,921,Path to Browning Trail,,44.38656933,-79.72086836,0,,,0
922,922,Fox at Moore,,44.385027,-79.722005,0,,,0
925,925,Edgehill at Anne,Anne Street,44.38637,-79.70931,0,,,0
926,926,Marjoy Avenue,,44.42020676,-79.6902143,0,,,0
927,927,Osprey Ridge Road ,,44.416625,-79.686737,0,,,0
928,928,Osprey Ridge Road ,Livingstone at Osprey Ridge Road,44.416756,-79.686628,0,,,0
929,929,Marjoy Avenue,,44.42018615,-79.68977918,0,,,0
931,931,Welham at Hooper,TOD bus stop at Welham and Hooper,44.33626456,-79.66908928,0,,,0
932,932,Hooper Road,,44.33673653,-79.66942321,0,,,0
933,933,Saunders at Welham,,44.33425172,-79.66897044,0,,,0
934,934,Sarjeant Drive,,44.37774514,-79.71653098,0,,,0
936,936,Cook Street,,44.3990089,-79.66985894,0,,,0
937,937,229 Grove,,44.40487694,-79.67984615,0,,,0
938,938,Grove at Duckworth ,,44.40700601,-79.67364089,0,,,0
939,939,Grove at Cook Street ,,44.40657586,-79.66909148,0,,,0
940,940,Grove at Cook  ,,44.40657885,-79.66821308,0,,,0
941,941,Grove at Cook,,44.40646044,-79.66827591,0,,,0
942,942,Nelson at Steel ,,44.40207507,-79.66421575,0,,,0
943,943,Nelson at Napier,,44.39873054,-79.66486571,0,,,0
944,944,Napier at Rodney,,44.39943294,-79.67334979,0,,,0
946,946,Mulcaster at Codrington,,44.393088,-79.685739,0,,,0
947,947,Cundles Road,,44.39616283,-79.72350518,0,,,0
950,950,Livingstone Street East,,44.414121,-79.683365,0,,,0
953,953,Yonge at Mapleview,,44.34872627,-79.62776586,0,,,0
954,954,Yonge at Mapleview,,44.349404,-79.628225,0,,,0
955,955,Goodwin Drive,,44.34762231,-79.63144988,0,,,0
956,956,Mapleview at Dean,,44.346424,-79.636806,0,,,0
957,957,Madelaine Drive,,44.34498357,-79.64324326,0,,,0
959,959,Johnson at Indian Arrow Road,Blake at Johnson,44.39634709,-79.65679556,0,,,0
965,965,Madelaine Drive,,44.34464199,-79.64380291,0,,,0
966,966,Mapleview at Greer,,44.34628352,-79.63660804,0,,,0
967,967,Goodwin Drive,,44.34733971,-79.63193984,0,,,0
968,968,Barrie Primary Care Centre,Barrie Primary Care Campus,44.34727521,-79.67911743,0,,,0
969,969,Barrie Primary Care Centre,Barrie Primary Care Campus,44.3480153,-79.67959,0,,,0
971,971,Ashford Drive ,,44.35831964,-79.64179895,0,,,0
972,972,Big Bay Point at Dodson,,44.35865611,-79.6412,0,,,0
982,982,47 Churchhill Dr,,44.34430193,-79.67415489,0,,,0
983,983,Loggers Run,Essa at Loggers Run,44.35488175,-79.69921572,0,,,0
984,984,Bayview at Mapleview,,44.33590756,-79.67864874,0,,,0
987,987,40 Churchill,,44.34444342,-79.67413559,0,,,0
1000,1000,Layover,Mapleview Construction ,44.35015,-79.615745,0,,,0
1001,1001,Lakeshore at Minets,,44.372849,-79.670325,0,,,0
1002,1002,Lakeshore at Southshore,,44.373595,-79.680875,0,,,0
1003,1003,Allandale Waterfront Station,,44.374067,-79.684937,0,,,0
1015,1015,Clapperton at H-Block,,44.391743,-79.690008,0,,,0
1016,1016,Bayfield at Simcoe,,44.38806,-79.689311,0,,,0
1018,1018,Burton at Huronia,,44.370233,-79.670242,0,,,0
1020,1020,Bayview at Burton,,44.370866,-79.685095,0,,,0
1021,1021,Bayview at Little,,44.361532,-79.683436,0,,,0
5960,5960,Prince William at Mapleview,,44.352003,-79.610514,0,,,0
7250,7250,Yonge at Barrie South GO,Yonge at Barrie South DO,44.35004,-79.629634,0,,,0
9003,9003,Barrie Allandale Transit Terminal Platform 3,,44.37387314,-79.68935157,0,Barrie Allandale Transit Terminal,3,0
9004,9004,Barrie Allandale Transit Terminal Platform 4,,44.37389923,-79.68954018,0,Barrie Allandale Transit Terminal,4,0
9005,9005,Barrie Allandale Transit Terminal Platform 5,,44.37392532,-79.68975312,0,Barrie Allandale Transit Terminal,5,0
9006,9006,Barrie Allandale Transit Terminal Platform 6,,44.3742472,-79.68968991,0,Barrie Allandale Transit Terminal,6,0
9012,9012,Barrie Allandale Transit Terminal Platform 12,,44.3742136,-79.69040549,0,Barrie Allandale Transit Terminal,12,0
9013,9013,Barrie Allandale Transit Terminal Platform 13,,44.3741352,-79.69044205,0,Barrie Allandale Transit Terminal,13,0
Barrie Allandale Transit Terminal,Barrie Allandale Transit Terminal,Barrie Allandale Transit Terminal,,44.374029,-79.690216,1,,,
